09:39:40: PROCESSO: ../xls/penta
09:43:01: 995
09:43:01: 995
09:43:01: 860
09:43:01: 1,705
09:43:01: 270
09:43:01: 270
09:43:01: 270
09:43:01: 270
09:43:01: 270
09:43:01: 360
09:43:01: 360
09:43:01: 360
09:43:01: 360
09:43:01: 360
09:43:01: 765
09:43:01: 765
09:43:01: 1,045
09:43:01: 1,045
09:43:01: 215
09:43:01: 215
09:43:01: 215
09:43:01: 210
09:43:01: 210
09:43:01: 210
09:43:01: 205
09:43:01: 205
09:43:01: 205
09:43:01: 470
09:43:01: 470
09:43:01: 470
09:43:01: 600
09:43:01: 600
09:43:01: 600
09:43:01: 450
09:43:01: 450
09:43:01: 450
09:43:01: 565
09:43:01: 565
09:43:01: 565
09:43:01: 395
09:43:01: 395
09:43:01: 395
09:43:01: 505
09:43:01: 505
09:43:01: 505
09:43:01: 1,535
09:43:01: 1,095
09:43:01: 1,095
09:43:01: 985
09:43:01: 765
09:43:01: 765
09:43:44: PROCESSO: ../xls/penta
09:43:44: 370
09:43:44: 375
09:43:44: 590
09:43:44: 595
09:43:44: 910
09:43:44: 920
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 870
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 1355
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 670
09:43:44: 670
09:43:44: 670
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 790
09:43:44: 670
09:43:44: 670
09:43:44: 670
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 1205
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 615
09:43:44: 615
09:43:44: 615
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 715
09:43:44: 615
09:43:44: 615
09:43:44: 615
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 1010
09:43:44: 390
09:43:44: 320
09:43:44: 320
09:43:44: 390
09:43:44: 320
09:43:44: 320
09:43:44: 1380
09:43:44: 1380
09:43:44: 695
09:43:44: 695
09:43:44: 815
09:43:44: 815
09:43:44: 540
09:43:44: 540
09:43:44: 655
09:43:44: 655
09:43:44: 400
09:43:44: 400
09:43:44: 475
09:43:44: 475
09:43:44: 875
09:43:44: 875
09:43:44: 985
09:43:44: 985
09:43:44: 955
09:43:44: 955
09:43:44: 1050
09:43:44: 545
09:43:44: 545
09:43:44: 680
09:43:44: 680
09:43:44: 460
09:43:44: 460
09:43:44: 590
09:43:44: 590
09:43:44: 365
09:43:44: 365
09:43:44: 435
09:43:44: 435
09:43:44: 435
09:43:44: 435
09:43:44: 515
09:43:44: 515
09:43:44: 325
09:43:44: 325
09:43:44: 395
09:43:44: 395
09:43:44: 485
09:43:44: 485
09:43:44: 485
09:43:44: 485
09:43:44: 485
09:43:44: 485
09:43:44: 325
09:43:44: 420
09:43:44: 420
09:43:44: 420
09:43:44: 420
09:43:44: 420
09:43:44: 420
09:43:44: 270
09:43:44: 545
09:43:44: 545
09:43:44: 545
09:43:44: 545
09:43:44: 545
09:43:44: 545
09:43:44: 395
09:43:44: 600
09:43:44: 600
09:43:44: 600
09:43:44: 600
09:43:44: 600
09:43:44: 600
09:43:44: 430
09:43:44: 525
09:43:44: 555
09:43:44: 525
09:43:44: 555
09:43:44: 435
09:43:44: 460
09:43:44: 435
09:43:44: 460
09:43:44: 875
09:43:44: 875
09:43:44: 875
09:43:44: 1025
09:43:44: 1025
09:43:44: 1025
09:43:44: 875
09:43:44: 875
09:43:44: 875
09:43:44: 1025
09:43:44: 1025
09:43:44: 1025
09:43:44: 545
09:43:44: 545
09:43:44: 545
09:43:44: 615
09:43:44: 615
09:43:44: 615
09:43:44: 545
09:43:44: 545
09:43:44: 545
09:43:44: 615
09:43:44: 615
09:43:44: 615
09:43:44: 1815
09:43:44: 1870
09:43:44: 1430
09:43:44: 1540
09:43:44: 6160
09:43:44: 3520
09:43:44: 1320
09:43:44: 305
09:43:44: 305
09:43:44: 305
09:43:44: 305
09:43:44: 265
09:43:44: 1095
09:43:44: 1095
09:43:44: 1095
09:43:44: 1095
09:43:44: 1095
09:43:44: 1095
09:43:44: 1095
09:43:44: 1270
09:43:44: 875
09:43:44: 560
09:43:44: 560
09:43:44: 560
09:43:44: 560
09:43:44: 560
09:43:44: 560
09:43:44: 560
09:43:44: 645
09:43:44: 435
09:43:44: 290
09:43:44: 290
09:43:44: 290
09:43:44: 290
09:43:44: 290
09:43:44: 290
09:43:44: 290
09:43:44: 345
09:43:44: 215
09:43:44: 1525
09:43:44: 1525
09:43:44: 1525
09:43:44: 1525
09:43:44: 1525
09:43:44: 1525
09:43:44: 1265
09:43:44: 1595
09:43:44: 1645
09:43:44: 930
09:43:44: 930
09:43:44: 930
09:43:44: 930
09:43:44: 930
09:43:44: 930
09:43:44: 930
09:43:44: 1045
09:43:44: 770
09:43:44: 510
09:43:44: 510
09:43:44: 510
09:43:44: 510
09:43:44: 510
09:43:44: 510
09:43:44: 510
09:43:44: 590
09:43:44: 390
09:43:44: 255
09:43:44: 255
09:43:44: 255
09:43:44: 255
09:43:44: 255
09:43:44: 255
09:43:44: 255
09:43:44: 300
09:43:44: 210
09:43:44: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 640
09:43:45: 495
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 640
09:43:45: 495
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 640
09:43:45: 495
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 605
09:43:45: 640
09:43:45: 495
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 435
09:43:45: 350
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 435
09:43:45: 350
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 435
09:43:45: 350
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 415
09:43:45: 435
09:43:45: 350
09:43:45: 715
09:43:45: 715
09:43:45: 715
09:43:45: 715
09:43:45: 900
09:43:45: 900
09:43:45: 900
09:43:45: 900
09:43:45: 790
09:43:45: 790
09:43:45: 790
09:43:45: 790
09:43:45: 995
09:43:45: 995
09:43:45: 995
09:43:45: 995
09:43:45: 785
09:43:45: 785
09:43:45: 785
09:43:45: 785
09:43:45: 14730
09:43:45: 16515
09:43:45: 16515
09:43:45: 19505
09:43:45: 11535
09:43:45: 12925
09:43:45: 12925
09:43:45: 15395
09:43:45: 8590
09:43:45: 9895
09:43:45: 9895
09:43:45: 11765
09:43:45: 6595
09:43:45: 7690
09:43:45: 7690
09:43:45: 9385
09:43:45: 4840
09:43:45: 5350
09:43:45: 5350
09:43:45: 6470
09:43:45: 3810
09:43:45: 4190
09:43:45: 4190
09:43:45: 5055
09:43:45: 4375
09:43:45: 4770
09:43:45: 4770
09:43:45: 5780
09:43:45: 3415
09:43:45: 3790
09:43:45: 3790
09:43:45: 4610
09:43:45: 2395
09:43:45: 2650
09:43:45: 2650
09:43:45: 3245
09:43:45: 1865
09:43:45: 2065
09:43:45: 2065
09:43:45: 2620
09:43:45: 1530
09:43:45: 1775
09:43:45: 1775
09:43:45: 2180
09:43:45: 1255
09:43:45: 1405
09:43:45: 1405
09:43:45: 1750
09:43:45: 2180
09:43:45: 2180
09:43:45: 2180
09:43:45: 2310
09:43:45: 3080
09:43:45: 3080
09:43:45: 3080
09:43:45: 4950
09:43:45: 1090
09:43:45: 635
09:43:45: 635
09:43:45: 635
09:43:45: 635
09:43:45: 335
09:43:45: 335
09:43:45: 335
09:43:45: 335
09:43:45: 235
09:43:45: 235
09:43:45: 235
09:43:45: 235
09:43:45: 1035
09:43:45: 1035
09:43:45: 1035
09:43:45: 505
09:43:45: 505
09:43:45: 505
09:43:45: 1200
09:43:45: 1200
09:43:45: 1200
09:43:45: 985
09:43:45: 945
09:43:45: 1535
09:43:45: 1475
09:43:45: 3515
09:43:45: 3295
09:43:45: 4235
09:43:45: 4015
09:43:45: 3285
09:43:45: 3075
09:43:45: 2050
09:43:45: 1920
09:43:45: 1810
09:43:45: 1700
09:43:45: 1645
09:43:45: 1525
09:43:45: 1535
09:43:45: 1425
09:43:45: 2310
09:43:45: 2185
09:43:45: 2230
09:43:45: 2120
09:43:45: 2145
09:43:45: 2045
09:43:45: 3190
09:43:45: 2970
09:43:45: 1425
09:43:45: 1315
09:43:45: 435
09:43:45: 410
09:43:45: 400
09:43:45: 380
09:43:45: 340
09:43:45: 325
09:43:45: 3960
09:43:45: 3740
09:43:45: 3190
09:43:45: 2970
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 895
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 575
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 420
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 370
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 340
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 1155
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 860
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 640
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 615
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 500
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 845
09:43:45: 845
09:43:45: 845
09:43:45: 845
09:43:45: 900
09:43:45: 900
09:43:45: 900
09:43:45: 900
09:43:45: 325
09:43:45: 325
09:43:45: 325
09:43:45: 325
09:43:45: 900
09:43:45: 900
09:43:45: 900
09:43:45: 900
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 545
09:43:45: 2195
09:43:45: 2195
09:43:45: 2195
09:43:45: 2195
09:43:45: 995
09:43:45: 995
09:43:45: 995
09:43:45: 995
09:43:45: 360
09:43:45: 360
09:43:45: 360
09:43:45: 360
09:43:45: 995
09:43:45: 995
09:43:45: 995
09:43:45: 995
09:43:45: 860
09:43:45: 1705
09:43:45: 270
09:43:45: 270
09:43:45: 270
09:43:45: 270
09:43:45: 270
09:43:45: 360
09:43:45: 360
09:43:45: 360
09:43:45: 360
09:43:45: 360
09:43:45: 765
09:43:45: 765
09:43:45: 1045
09:43:45: 1045
09:43:45: 215
09:43:45: 215
09:43:45: 215
09:43:45: 210
09:43:45: 210
09:43:45: 210
09:43:45: 205
09:43:45: 205
09:43:45: 205
09:43:45: 470
09:43:45: 470
09:43:45: 470
09:43:45: 600
09:43:45: 600
09:43:45: 600
09:43:45: 450
09:43:45: 450
09:43:45: 450
09:43:45: 565
09:43:45: 565
09:43:45: 565
09:43:45: 395
09:43:45: 395
09:43:45: 395
09:43:45: 505
09:43:45: 505
09:43:45: 505
09:43:45: 1535
09:43:45: 1095
09:43:45: 1095
09:43:45: 985
09:43:45: 765
09:43:45: 765
